User	Assigning authority	0363	AUSDVA	Australia - Dept. of Veterans Affairs
User	Assigning authority	0363	AUSHIC	Australia - Health Insurance Commission
User	Assigning authority	0363	CANAB	Canada - Alberta
User	Assigning authority	0363	CANBC	Canada - British Columbia
User	Assigning authority	0363	CANMB	Canada - Manitoba
User	Assigning authority	0363	CANNB	Canada - New Brunswick
User	Assigning authority	0363	CANNF	Canada - Newfoundland
User	Assigning authority	0363	CANNS	Canada - Nova Scotia
User	Assigning authority	0363	CANNT	Canada - Northwest Territories
User	Assigning authority	0363	CANNU	Canada - Nanavut
User	Assigning authority	0363	CANON	Canada - Ontario
User	Assigning authority	0363	CANPE	Canada - Prince Edward Island
User	Assigning authority	0363	CANQC	Canada - Quebec
User	Assigning authority	0363	CANSK	Canada - Saskatchewan
User	Assigning authority	0363	CANYT	Canada - Yukon Territories
User	Assigning authority	0363	NLVWS	NL - Ministerie van Volksgezondheid, Welzijn en Sport
User	Assigning authority	0363	USCDC	US Center for Disease Control
User	Assigning authority	0363	USHCFA	US Healthcare Finance Authority
User	Assigning authority	0363	USSSA	US Social Security Administration
