RXE	1	0	-1	200	00221	TQ	B		0				Quantity/Timing	Timing/quantity	
RXE	1	1	0	267		CQ			0					Composite quantity with units	quantity
RXE	1	1	1	16		NM			0					Numeric	quantity
RXE	1	1	2	483		CE			0					Coded element	units
RXE	1	2	0	206		RI			0					Repeat interval	interval
RXE	1	2	1	6		IS			0	0335				Coded value for user-defined tables	repeat pattern
RXE	1	2	2	199		ST			0					String	explicit time interval
RXE	1	3	-1	6		ST			0					String	duration
RXE	1	4	-1	26		TS			0					Time stamp	start date/time
RXE	1	5	-1	26		TS			0					Time stamp	end date/time
RXE	1	6	-1	6		ST			0					String	priority
RXE	1	7	-1	199		ST			0					String	condition
RXE	1	8	-1	200		TX			0					Text data	text
RXE	1	9	-1	1		ID			0	0472				Coded values for HL7 tables	conjunction
RXE	1	10	0	110		OSD			0					order sequence definition	order sequencing
RXE	1	10	1	1		ID	R		0	0524				Coded values for HL7 tables	sequence/result flag
RXE	1	10	2	15		ST	R		0					String	placer order number - entity identifier
RXE	1	10	3	6		IS			0	0363				Coded value for user-defined tables	placer order number - namespace ID
RXE	1	10	4	15		ST	R		0					String	filler order number - entity identifier
RXE	1	10	5	6		IS			0	0363				Coded value for user-defined tables	filler order number - namespace ID
RXE	1	10	6	12		ST			0					String	sequence condition value
RXE	1	10	7	3		NM			0					Numeric	maximum number of repeats
RXE	1	10	8	15		ST	R		0					String	placer order number - universal ID
RXE	1	10	9	6		ID			0	0301				Coded values for HL7 tables	placer order number - universal ID type
RXE	1	10	10	15		ST	R		0					String	filler order number - universal ID
RXE	1	10	11	6		ID			0	0301				Coded values for HL7 tables	filler order number - universal ID type
RXE	1	11	0	483		CE			0					Coded element	occurrence duration
RXE	1	11	1	20		ST			0					String	identifier
RXE	1	11	2	199		ST			0					String	text
RXE	1	11	3	20		IS			0	0396				Coded value for user-defined tables	name of coding system
RXE	1	11	4	20		ST			0					String	alternate identifier
RXE	1	11	5	199		ST			0					String	alternate text
RXE	1	11	6	20		IS			0	0396				Coded value for user-defined tables	name of alternate coding system
RXE	1	12	-1	4		NM			0					Numeric	total occurrences
RXE	2	0	-1	250	00317	CE	R		0	0292	0479		Give Code	Coded element	
RXE	2	1	-1	20		IS			0	0292				String	identifier
RXE	2	2	-1	199		ST			0					String	text
RXE	2	3	-1	20		IS			0	0396				Coded value for user-defined tables	name of coding system
RXE	2	4	-1	20		ST			0					String	alternate identifier
RXE	2	5	-1	199		ST			0					String	alternate text
RXE	2	6	-1	20		IS			0	0396				Coded value for user-defined tables	name of alternate coding system
RXE	3	-1	-1	20	00318	NM	R		0				Give Amount - Minimum	Numeric	
RXE	4	-1	-1	20	00319	NM	O		0				Give Amount - Maximum	Numeric	
RXE	5	0	-1	250	00320	CE	R		0				Give Units	Coded element	
RXE	5	1	-1	20		ST			0					String	identifier
RXE	5	2	-1	199		ST			0					String	text
RXE	5	3	-1	20		IS			0	0396				Coded value for user-defined tables	name of coding system
RXE	5	4	-1	20		ST			0					String	alternate identifier
RXE	5	5	-1	199		ST			0					String	alternate text
RXE	5	6	-1	20		IS			0	0396				Coded value for user-defined tables	name of alternate coding system
RXE	6	0	-1	250	00321	CE	O		0				Give Dosage Form	Coded element	
RXE	6	1	-1	20		ST			0					String	identifier
RXE	6	2	-1	199		ST			0					String	text
RXE	6	3	-1	20		IS			0	0396				Coded value for user-defined tables	name of coding system
RXE	6	4	-1	20		ST			0					String	alternate identifier
RXE	6	5	-1	199		ST			0					String	alternate text
RXE	6	6	-1	20		IS			0	0396				Coded value for user-defined tables	name of alternate coding system
RXE	7	0	-1	250	00298	CE	O	Y	0				Provider`s Administration Instructions	Coded element	
RXE	7	1	-1	20		ST			0					String	identifier
RXE	7	2	-1	199		ST			0					String	text
RXE	7	3	-1	20		IS			0	0396				Coded value for user-defined tables	name of coding system
RXE	7	4	-1	20		ST			0					String	alternate identifier
RXE	7	5	-1	199		ST			0					String	alternate text
RXE	7	6	-1	20		IS			0	0396				Coded value for user-defined tables	name of alternate coding system
RXE	8	0	-1	200	00299	LA1	B		0				Deliver-To Location	location with address variation 1	
RXE	8	1	-1	20		IS			0	0302				Coded value for user-defined tables	point of care
RXE	8	2	-1	20		IS			0	0303				Coded value for user-defined tables	room
RXE	8	3	-1	20		IS			0	0304				Coded value for user-defined tables	bed
RXE	8	4	0	227		HD			0					Hierarchic designator	facility
RXE	8	4	1	20		IS			0	0300				Coded value for user-defined tables	namespace ID
RXE	8	4	2	199		ST	C		0					String	universal ID
RXE	8	4	3	6		ID	C		0	0301				Coded values for HL7 tables	universal ID type
RXE	8	5	-1	20		IS			0	0306				Coded value for user-defined tables	location status
RXE	8	6	-1	20		IS			0	0305				Coded value for user-defined tables	patient location type
RXE	8	7	-1	20		IS			0	0307				Coded value for user-defined tables	building
RXE	8	8	-1	20		IS			0	0308				Coded value for user-defined tables	floor
RXE	8	9	0	415		AD			0					Address	address
RXE	8	9	1	120		ST			0					String	street address
RXE	8	9	2	120		ST			0					String	other designation
RXE	8	9	3	50		ST			0					String	city
RXE	8	9	4	50		ST			0					String	state or province
RXE	8	9	5	12		ST			0					String	zip or postal code
RXE	8	9	6	3		ID			0	0399				Coded values for HL7 tables	country
RXE	8	9	7	3		ID			0	0190				Coded values for HL7 tables	address type
RXE	8	9	8	50		ST			0					String	other geographic designation
RXE	9	-1	-1	1	00322	ID	O		0	0167			Substitution Status	Coded values for HL7 tables	
RXE	10	-1	-1	20	00323	NM	C		0				Dispense Amount	Numeric	
RXE	11	0	-1	250	00324	CE	C		0				Dispense Units	Coded element	
RXE	11	1	-1	20		ST			0					String	identifier
RXE	11	2	-1	199		ST			0					String	text
RXE	11	3	-1	20		IS			0	0396				Coded value for user-defined tables	name of coding system
RXE	11	4	-1	20		ST			0					String	alternate identifier
RXE	11	5	-1	199		ST			0					String	alternate text
RXE	11	6	-1	20		IS			0	0396				Coded value for user-defined tables	name of alternate coding system
RXE	12	-1	-1	3	00304	NM	O		0				Number Of Refills	Numeric	
RXE	13	0	-1	250	00305	XCN	C	Y	0				Ordering Provider`s DEA Number	Extended composite ID number and name	
RXE	13	1	-1	15		ST			0					String	ID number
RXE	13	2	0	194		FN			0						family name
RXE	13	2	1	50		ST	R		0					String	surname
RXE	13	2	2	20		ST			0					String	own surname prefix
RXE	13	2	3	50		ST			0					String	own surname
RXE	13	2	4	20		ST			0					String	surname prefix from partner/spouse
RXE	13	2	5	30		ST			0					String	surname from partner/spouse
RXE	13	3	-1	30		ST			0					String	given name
RXE	13	4	-1	30		ST			0					String	second and further given names or initial thereof
RXE	13	5	-1	20		ST			0					String	suffix (e.g., JR or III)
RXE	13	6	-1	20		ST			0					String	prefix (e.g., DR)
RXE	13	7	-1	5		IS	B		0	0360				Coded value for user-defined tables	degree (e.g., MD)
RXE	13	8	-1	4		IS	C		0	0297				Coded value for user-defined tables	source table
RXE	13	9	0	227		ZHD1			0	0363				User Define : Hierarchic designator (for CK datatype)	assigning authority
RXE	13	9	1	0		IS			0	0363				Coded value for user-defined tables	namespace ID
RXE	13	9	2	0		ST			0					String	universal ID
RXE	13	9	3	0		ID			0	0301				Coded values for HL7 tables	universal ID type
RXE	13	10	-1	1		ID			0	0200				Coded values for HL7 tables	name type code
RXE	13	11	-1	1		ST			0					String	identifier check digit
RXE	13	12	-1	3		ID	C		0	0061				Coded values for HL7 tables	check digit scheme
RXE	13	13	-1	5		ID			0	0203				Coded values for HL7 tables	identifier type code
RXE	13	14	0	227		HD			0					Hierarchic designator	assigning facility
RXE	13	14	1	20		IS			0	0300				Coded value for user-defined tables	namespace ID
RXE	13	14	2	199		ST	C		0					String	universal ID
RXE	13	14	3	6		ID	C		0	0301				Coded values for HL7 tables	universal ID type
RXE	13	15	-1	1		ID			0	0465				Coded values for HL7 tables	name representation code
RXE	13	16	0	483		CE			0	0448				Coded element	Name Context
RXE	13	16	1	20		IS			0	0448				String	identifier
RXE	13	16	2	199		ST			0					String	text
RXE	13	16	3	20		IS			0	0396				Coded value for user-defined tables	name of coding system
RXE	13	16	4	20		ST			0					String	alternate identifier
RXE	13	16	5	199		ST			0					String	alternate text
