BLG	1	0	-1	40	00234	CCD	O		0	0100			When to Charge	charge code and date	
BLG	1	1	-1	1		ID	R		0	0100				Coded values for HL7 tables	Invocation event
BLG	1	2	-1	26		TS			0					Time stamp	Date/Time
BLG	2	-1	-1	50	00235	ID	O		0	0122			Charge Type	Coded values for HL7 tables	
BLG	3	0	-1	100	00236	CX	O		0				Account ID	Extended composite ID with check digit	
BLG	3	1	-1	15		ST	R		0					String	ID number
BLG	3	2	-1	1		ST			0					String	check digit
BLG	3	3	-1	3		ID			0	0061				Coded values for HL7 tables	check digit scheme employed
BLG	3	4	0	227		ZHD1			0					User Define : Hierarchic designator (for CK datatype)	assigning authority
BLG	3	4	1	0		IS			0	0363				Coded value for user-defined tables	namespace ID
BLG	3	4	2	0		ST			0					String	universal ID
BLG	3	4	3	0		ID			0	0301				Coded values for HL7 tables	universal ID type
BLG	3	5	-1	5		ID			0	0203				Coded values for HL7 tables	identifier type code
BLG	3	6	0	227		HD			0					Hierarchic designator	assigning facility
BLG	3	6	1	20		IS			0	0300				Coded value for user-defined tables	namespace ID
BLG	3	6	2	199		ST	C		0					String	universal ID
BLG	3	6	3	6		ID	C		0	0301				Coded values for HL7 tables	universal ID type
BLG	3	7	-1	8		DT			0					Date	effective date
BLG	3	8	-1	8		DT			0					Date	expiration date
BLG	3	9	0	705		CWE			0					Coded with exceptions	Assigning Jurisdiction
BLG	3	9	1	20		ST			0					String	identifier
BLG	3	9	2	199		ST			0					String	text
BLG	3	9	3	20		ID			0	0396				Coded values for HL7 tables	name of coding system
BLG	3	9	4	20		ST			0					String	alternate identifier
BLG	3	9	5	199		ST			0					String	alternate text
BLG	3	9	6	20		ID			0	0396				Coded values for HL7 tables	name of alternate coding system
BLG	3	9	7	10		ST	C		0					String	coding system version ID
BLG	3	9	8	10		ST			0					String	alternate coding system version ID
BLG	3	9	9	199		ST			0					String	original text
BLG	3	10	0	705		CWE			0					Coded with exceptions	Assigning Agency or Department
BLG	3	10	1	20		ST			0					String	identifier
BLG	3	10	2	199		ST			0					String	text
BLG	3	10	3	20		ID			0	0396				Coded values for HL7 tables	name of coding system
BLG	3	10	4	20		ST			0					String	alternate identifier
BLG	3	10	5	199		ST			0					String	alternate text
BLG	3	10	6	20		ID			0	0396				Coded values for HL7 tables	name of alternate coding system
BLG	3	10	7	10		ST	C		0					String	coding system version ID
BLG	3	10	8	10		ST			0					String	alternate coding system version ID
BLG	3	10	9	199		ST			0					String	original text
BLG	4	0	-1	60	01645	CWE	O		0	0475			Charge Type Reason	Coded with exceptions	
BLG	4	1	-1	20		IS			0	0475				String	identifier
BLG	4	2	-1	199		ST			0					String	text
BLG	4	3	-1	20		ID			0	0396				Coded values for HL7 tables	name of coding system
BLG	4	4	-1	20		ST			0					String	alternate identifier
BLG	4	5	-1	199		ST			0					String	alternate text
BLG	4	6	-1	20		ID			0	0396				Coded values for HL7 tables	name of alternate coding system
BLG	4	7	-1	10		ST	C		0					String	coding system version ID
BLG	4	8	-1	10		ST			0					String	alternate coding system version ID
BLG	4	9	-1	199		ST			0					String	original text
