ACC	1	-1	-1	26	00527	TS	O		0				Accident Date/Time	Time stamp	
ACC	2	0	-1	250	00528	CE	O		0	0050			Accident Code	Coded element	
ACC	2	1	-1	20		IS			0	0050				String	identifier
ACC	2	2	-1	199		ST			0					String	text
ACC	2	3	-1	20		IS			0	0396				Coded value for user-defined tables	name of coding system
ACC	2	4	-1	20		ST			0					String	alternate identifier
ACC	2	5	-1	199		ST			0					String	alternate text
ACC	2	6	-1	20		IS			0	0396				Coded value for user-defined tables	name of alternate coding system
ACC	3	-1	-1	25	00529	ST	O		0				Accident Location	String	
ACC	4	0	-1	250	00812	CE	B		0	0347			Auto Accident State	Coded element	
ACC	4	1	-1	20		IS			0	0347				String	identifier
ACC	4	2	-1	199		ST			0					String	text
ACC	4	3	-1	20		IS			0	0396				Coded value for user-defined tables	name of coding system
ACC	4	4	-1	20		ST			0					String	alternate identifier
ACC	4	5	-1	199		ST			0					String	alternate text
ACC	4	6	-1	20		IS			0	0396				Coded value for user-defined tables	name of alternate coding system
ACC	5	-1	-1	1	00813	ID	O		0	0136			Accident Job Related Indicator	Coded values for HL7 tables	
ACC	6	-1	-1	12	00814	ID	O		0	0136			Accident Death Indicator	Coded values for HL7 tables	
ACC	7	0	-1	250	00224	XCN	O		0				Entered By	Extended composite ID number and name	
ACC	7	1	-1	15		ST			0					String	ID number
ACC	7	2	0	194		FN			0						family name
ACC	7	2	1	50		ST	R		0					String	surname
ACC	7	2	2	20		ST			0					String	own surname prefix
ACC	7	2	3	50		ST			0					String	own surname
ACC	7	2	4	20		ST			0					String	surname prefix from partner/spouse
ACC	7	2	5	30		ST			0					String	surname from partner/spouse
ACC	7	3	-1	30		ST			0					String	given name
ACC	7	4	-1	30		ST			0					String	second and further given names or initial thereof
ACC	7	5	-1	20		ST			0					String	suffix (e.g., JR or III)
ACC	7	6	-1	20		ST			0					String	prefix (e.g., DR)
ACC	7	7	-1	5		IS	B		0	0360				Coded value for user-defined tables	degree (e.g., MD)
ACC	7	8	-1	4		IS	C		0	0297				Coded value for user-defined tables	source table
