HL7	Specimen Collection Method	0488	ANP	Plates/ Anaerobic
HL7	Specimen Collection Method	0488	BAP	Plates/ Blood Agar
HL7	Specimen Collection Method	0488	BCAE	Blood Culture/ Aerobic Bottle
HL7	Specimen Collection Method	0488	BCAN	Blood Culture/ Anaerobic Bottle
HL7	Specimen Collection Method	0488	BCPD	Blood Culture/ Pediatric Bottle
HL7	Specimen Collection Method	0488	BIO	Biopsy
HL7	Specimen Collection Method	0488	CAP	Capillary Specimen
HL7	Specimen Collection Method	0488	CATH	Catheterized
HL7	Specimen Collection Method	0488	CVP	Line/ CVP
HL7	Specimen Collection Method	0488	EPLA	Environmental/ Plate
HL7	Specimen Collection Method	0488	ESWA	Environmental/ Swab
HL7	Specimen Collection Method	0488	FNA	Aspiration/ Fine Needle
HL7	Specimen Collection Method	0488	KOFFP	Plate/ Cough
HL7	Specimen Collection Method	0488	LNA	Line/ Arterial
HL7	Specimen Collection Method	0488	LNV	Line/ Venous
HL7	Specimen Collection Method	0488	MARTL	Martin-Lewis Agar
HL7	Specimen Collection Method	0488	ML11	Mod. Martin-Lewis Agar
HL7	Specimen Collection Method	0488	MLP	Plate/ Martin-Lewis
HL7	Specimen Collection Method	0488	NYP	Plate/ New York City
HL7	Specimen Collection Method	0488	PACE	Pace/ Gen-Probe
HL7	Specimen Collection Method	0488	PIN	Pinworm Prep
HL7	Specimen Collection Method	0488	PNA	Aterial puncture
HL7	Specimen Collection Method	0488	PRIME	Pump Prime
HL7	Specimen Collection Method	0488	PUMP	Pump Specimen
HL7	Specimen Collection Method	0488	QC5	Quality Control For Micro
HL7	Specimen Collection Method	0488	SCLP	Scalp/ Fetal Vein
HL7	Specimen Collection Method	0488	SCRAPS	Scrapings
HL7	Specimen Collection Method	0488	SHA	Shaving
HL7	Specimen Collection Method	0488	SWA	Swab
HL7	Specimen Collection Method	0488	SWD	Swab/ Dacron tipped
HL7	Specimen Collection Method	0488	TMAN	Transport Media/ Anaerobic
HL7	Specimen Collection Method	0488	TMCH	Transport Media/ Chalamydia
HL7	Specimen Collection Method	0488	TMM4	Transport Media/ M4
HL7	Specimen Collection Method	0488	TMMY	Transport Media/ Mycoplasma
HL7	Specimen Collection Method	0488	TMOT	Transport Media/
HL7	Specimen Collection Method	0488	TMP	Plate/ Thayer-Martin
HL7	Specimen Collection Method	0488	TMPV	Transport Media/ PVA
HL7	Specimen Collection Method	0488	TMSC	Transport Media/ Stool Culture
HL7	Specimen Collection Method	0488	TMUP	Transport Media/ Ureaplasma
HL7	Specimen Collection Method	0488	TMVI	Transport Media/ Viral
HL7	Specimen Collection Method	0488	VENIP	Venipuncture
HL7	Specimen Collection Method	0488	WOOD	Swab/ Wooden Shaft
