HL7	Identifier type	0203	AM	American Express
HL7	Identifier type	0203	AN	Account number
HL7	Identifier type	0203	ANC	Account number Creditor
HL7	Identifier type	0203	AND	Account number debitor
HL7	Identifier type	0203	ANON	Anonymous identifier
HL7	Identifier type	0203	ANT	Temporary Account Number
HL7	Identifier type	0203	APRN	Advanced Practice Registered Nurse number
HL7	Identifier type	0203	BA	Bank Account Number
HL7	Identifier type	0203	BC	Bank Card Number
HL7	Identifier type	0203	BR	Birth registry number
HL7	Identifier type	0203	BRN	Breed Registry Number
HL7	Identifier type	0203	CC	Cost Center number
HL7	Identifier type	0203	CY	County number
HL7	Identifier type	0203	DDS	Dentist license number
HL7	Identifier type	0203	DEA	Drug Enforcement Administration registration number
HL7	Identifier type	0203	DFN	Drug Furnishing or prescriptive authority Number
HL7	Identifier type	0203	DI	Diner_s Club card
HL7	Identifier type	0203	DL	Driver_s license number
HL7	Identifier type	0203	DN	Doctor number
HL7	Identifier type	0203	DO	Osteopathic License number
HL7	Identifier type	0203	DPM	Podiatrist license number
HL7	Identifier type	0203	DR	Donor Registration Number
HL7	Identifier type	0203	DS	Discover Card
HL7	Identifier type	0203	EI	Employee number
HL7	Identifier type	0203	EN	Employer number
HL7	Identifier type	0203	FI	Facility ID
HL7	Identifier type	0203	GI	Guarantor internal identifier
HL7	Identifier type	0203	GL	General ledger number
HL7	Identifier type	0203	GN	Guarantor external  identifier
HL7	Identifier type	0203	HC	Health Card Number
HL7	Identifier type	0203	IND	Indigenous/Aboriginal
HL7	Identifier type	0203	JHN	Jurisdictional health number (Canada)
HL7	Identifier type	0203	LI	Labor and industries number
HL7	Identifier type	0203	LN	License number
HL7	Identifier type	0203	LR	Local Registry ID
HL7	Identifier type	0203	MA	Patient Medicaid number
HL7	Identifier type	0203	MB	Member Number
HL7	Identifier type	0203	MC	Patient`s Medicare number
HL7	Identifier type	0203	MCD	Practitioner Medicaid number
HL7	Identifier type	0203	MCN	Microchip Number
HL7	Identifier type	0203	MCR	Practitioner Medicare number
HL7	Identifier type	0203	MD	Medical License number
HL7	Identifier type	0203	MI	Military ID number
HL7	Identifier type	0203	MR	Medical record number
HL7	Identifier type	0203	MRT	Temporary Medical Record Number
HL7	Identifier type	0203	MS	MasterCard
HL7	Identifier type	0203	NE	National employer identifier
HL7	Identifier type	0203	NH	National Health Plan Identifier
HL7	Identifier type	0203	NI	National unique individual identifier
HL7	Identifier type	0203	NII	National Insurance Organization Identifier
HL7	Identifier type	0203	NIIP	National Insurance Payor Identifier (Payor)
HL7	Identifier type	0203	NNxxx	National Person Identifier where the xxx is the ISO table 3166 3-character (alphabetic) country code
HL7	Identifier type	0203	NP	Nurse practitioner number
HL7	Identifier type	0203	NPI	National provider identifier
HL7	Identifier type	0203	OD	Optometrist license number
HL7	Identifier type	0203	PA	Physician Assistant number
HL7	Identifier type	0203	PCN	Penitentiary/correctional institution Number
HL7	Identifier type	0203	PE	Living Subject Enterprise Number
HL7	Identifier type	0203	PEN	Pension Number
HL7	Identifier type	0203	PI	Patient internal identifier
HL7	Identifier type	0203	PN	Person number
HL7	Identifier type	0203	PNT	Temporary Living Subject Number
HL7	Identifier type	0203	PPN	Passport number
HL7	Identifier type	0203	PRC	Permanent Resident Card Number
HL7	Identifier type	0203	PRN	Provider number
HL7	Identifier type	0203	PT	Patient external identifier
HL7	Identifier type	0203	QA	QA number
HL7	Identifier type	0203	RI	Resource identifier
HL7	Identifier type	0203	RN	Registered Nurse Number
HL7	Identifier type	0203	RPH	Pharmacist license number
HL7	Identifier type	0203	RR	Railroad Retirement number
HL7	Identifier type	0203	RRI	Regional registry ID
HL7	Identifier type	0203	SL	State license
HL7	Identifier type	0203	SN	Subscriber Number
HL7	Identifier type	0203	SR	State registry ID
HL7	Identifier type	0203	SS	Social Security number
HL7	Identifier type	0203	TAX	Tax ID number
HL7	Identifier type	0203	TN	Treaty Number/ (Canada)
HL7	Identifier type	0203	U	Unspecified identifier
HL7	Identifier type	0203	UPIN	Medicare/CMS (formerly HCFA)_s Universal Physician Identification numbers
HL7	Identifier type	0203	VN	Visit number
HL7	Identifier type	0203	VS	VISA
HL7	Identifier type	0203	WC	WIC identifier
HL7	Identifier type	0203	WCN	Workers_ Comp Number
HL7	Identifier type	0203	XX	Organization identifier
