User	Occurrence span	0351	70	Qualifying stay dates for SNF
User	Occurrence span	0351	71	Prior stay dates
User	Occurrence span	0351	72	First/last visit
User	Occurrence span	0351	73	Benefit eligibility period
User	Occurrence span	0351	74	Non-covered level of care
User	Occurrence span	0351	75	SNF level of care
User	Occurrence span	0351	76	Patient liability
User	Occurrence span	0351	77	Provider liability period
User	Occurrence span	0351	78	SNF prior stay dates
User	Occurrence span	0351	79	Payer code
User	Occurrence span	0351	M0	PSRO/UR approved stay dates
